description,crop,status,disease,recommended_pesticide
"Farmer reports: sudden Fruits develop firm dark lesions with greasy texture. slight Stems turn brown and brittle. severe Cool, moist weather promotes rapid spread.",Tomato,Unhealthy,Late_blight,Neem oil
"Field observation shows: slight Infected fruit shows raised, scabby lesions. notable Spots sometimes merge into larger dead areas. rapid Leaves develop yellow halos around spots.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
"Farmer reports: notable Lesions become angular and water-soaked. slight Warm, wet weather increases disease spread.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Farmer reports: slight Leaves develop yellow halos around spots.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Field observation shows: clear Lesions coalesce into large blighted zones.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
"Agronomist notes: notable Spots expand during warm, humid weather. rapid Overall growth appears stunted.",Tomato,Unhealthy,Early_blight,Horticultural oil
Farmer complains: slight Severe infections lead to premature leaf drop.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
slight No spots or discoloration on leaves.,Tomato,Healthy,healthy,None
According to the grower: slight Fruits develop bright color and firm walls.,Pepper_bell,Healthy,healthy,None
sudden Blight odor is noticeable in severe infections. moderate New leaves become infected almost overnight. visible Leaves become limp and collapse suddenly.,Potato,Unhealthy,Late_blight,Sulfur spray
Inspection reveals: slight New leaves become infected almost overnight. moderate Blight odor is noticeable in severe infections. extensive White fungal growth may appear under humid conditions.,Potato,Unhealthy,Late_blight,Sulfur spray
Visual check indicates: clear Lower leaves drop prematurely under stress. rapid Brown patches coalesce into larger necrotic areas. clear Small dark spots develop with concentric rings.,Potato,Unhealthy,Early_blight,Neem oil
Farmer complains: sporadic Fruit rot occurs quickly after infection. rapid Infected areas emit a musty odor. rapid Large irregular brown patches appear on leaves.,Tomato,Unhealthy,Late_blight,Neem oil
Visual check indicates: slight Yellowing appears around brown lesions. slight Leaves drop prematurely under stress.,Tomato,Unhealthy,Early_blight,Horticultural oil
Farmer complains: severe Leaves appear stippled with pale spots.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Visual check indicates: clear Leaves turn bronze and curl under. visible Leaves appear stippled with pale spots.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Farmer reports: sporadic Leaves look lush green with a glossy surface. rapid No sign of curling or wilting. sudden No spots or discoloration on leaves.,Tomato,Healthy,healthy,None
According to the grower: rapid Fruit production decreases sharply.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Field observation shows: rapid Leaves show circular or irregular necrotic areas. sporadic Fruits show dark specks near the stem end.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Agronomist notes: severe Growth appears vigorous and steady. extensive Leaf edges remain intact and smooth.,Potato,Healthy,healthy,None
"Farmer complains: slight Fruits develop sunken, leathery patches. rapid Yellowing appears around brown lesions. sporadic Stems may show sunken brown streaks.",Tomato,Unhealthy,Early_blight,Horticultural oil
"Agronomist notes: rapid New growth appears stunted and distorted. slight Infected fruit shows raised, scabby lesions. clear Spots sometimes merge into larger dead areas.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
clear Overall appearance is robust and lush. sporadic Surfaces remain free of lesions or mold.,Pepper_bell,Healthy,healthy,None
Inspection reveals: notable Fruits show dark specks near the stem end. extensive Severe infections lead to premature leaf drop. slight Growth appears stunted with patchy foliage.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Inspection reveals: notable Fruit set appears normal and healthy.,Pepper_bell,Healthy,healthy,None
"Agronomist notes: visible Warm, wet weather increases disease spread.",Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
"Farmer reports: moderate Dark spots sometimes appear on stems. rapid Lower leaves drop prematurely under stress. notable Lesions enlarge during warm, humid weather.",Potato,Unhealthy,Early_blight,Neem oil
According to the grower: moderate No visible blemishes on leaves or stems. extensive Stems appear firm and upright. extensive Fruit set appears normal and healthy.,Pepper_bell,Healthy,healthy,None
Agronomist notes: severe Overall appearance is robust and lush. sudden Leaves look vibrant green with a smooth texture. moderate No visible blemishes on leaves or stems.,Pepper_bell,Healthy,healthy,None
Farmer complains: visible Plant stands tall and vigorous.,Tomato,Healthy,healthy,None
clear Lesions become angular and water-soaked.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Field observation shows: clear Fruits develop uneven ripening.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
Field observation shows: sporadic Leaves become thin and sparse. severe Spots remain less than ⅛ inch in diameter.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Field observation shows: moderate Leaves may appear leathery.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
According to the grower: extensive Flowers often drop without fruit setting. moderate Young leaves curl upward and turn yellow.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Farmer complains: severe Plants look generally stressed.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Agronomist notes: slight Severe infections lead to premature leaf drop. visible Spots are more prominent under humid conditions.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
According to the grower: rapid Flowers appear healthy and plentiful. severe No spots or discoloration on leaves.,Tomato,Healthy,healthy,None
According to the grower: extensive Leaves look scorched or burnt at the edges. notable Leaves show circular or irregular necrotic areas. extensive Small dark lesions appear on the lower leaves.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Farmer complains: notable No visible blemishes on leaves or stems.,Pepper_bell,Healthy,healthy,None
"According to the grower: notable Mites thrive in hot, dry conditions. sudden Infestation begins on lower leaves. clear Leaf surfaces feel dry and rough.",Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Field observation shows: clear Overall growth is steady and balanced.,Tomato,Healthy,healthy,None
Farmer reports: slight Leaves develop yellow halos around spots. rapid Lower leaves drop prematurely.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Farmer complains: sporadic Dark spots sometimes appear on stems. slight Severe cases cause significant leaf loss.,Potato,Unhealthy,Early_blight,Neem oil
Inspection reveals: sporadic Leaf edges turn brown and crack. sporadic Leaves develop yellow halos around spots. rapid Lower leaves drop prematurely.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
severe Growth appears stunted with patchy foliage. notable Lesions coalesce into large blighted zones. notable The affected areas appear sunken and dry.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Farmer reports: extensive Growth appears patchy across the field.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Visual check indicates: visible Growth becomes stunted and bushy.,Tomato,Unhealthy,Tomato_YellowLeaf_Curl_Virus,Horticultural oil
Inspection reveals: extensive Disease thrives in high humidity and poor airflow. notable Lesions merge into large yellow areas. visible Yellow patches appear on upper leaf surfaces.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
Agronomist notes: extensive Lower leaves drop prematurely under stress. severe Dark spots sometimes appear on stems. rapid Small dark spots develop with concentric rings.,Potato,Unhealthy,Early_blight,Neem oil
Visual check indicates: moderate The affected areas appear sunken and dry. sudden Leaves look scorched or burnt at the edges.,Tomato,Unhealthy,Target_Spot,Bacillus subtilis
Inspection reveals: moderate Leaves develop a musty odor. slight Edges of leaves become brown and dry. clear Lower leaves are affected first.,Tomato,Unhealthy,Leaf_Mold,Sulfur spray
"severe Fruits develop sunken, leathery patches. severe Older leaves show symptoms first. sporadic Overall growth appears stunted.",Tomato,Unhealthy,Early_blight,Horticultural oil
According to the grower: extensive Leaves drop prematurely under stress. slight Yellowing appears around brown lesions. visible Overall growth appears stunted.,Tomato,Unhealthy,Early_blight,Horticultural oil
"Field observation shows: sporadic Lesions enlarge during warm, humid weather. severe Affected plants exhibit reduced tuber size. severe Small dark spots develop with concentric rings.",Potato,Unhealthy,Early_blight,Neem oil
moderate Lesions become raised and scabby on fruit.,Tomato,Unhealthy,Bacterial_spot,Sulfur spray
"visible Cool, moist weather promotes rapid spread. moderate Fruit rot occurs quickly after infection.",Tomato,Unhealthy,Late_blight,Neem oil
severe Leaf edges appear scorched and curled. sudden Stems may show sunken brown streaks. slight Leaves drop prematurely under stress.,Tomato,Unhealthy,Early_blight,Horticultural oil
Agronomist notes: notable Leaves become limp and collapse suddenly.,Potato,Unhealthy,Late_blight,Sulfur spray
"According to the grower: rapid Lesions enlarge during warm, humid weather. rapid Lower leaves drop prematurely under stress. visible Foliage appears scorched and curled.",Potato,Unhealthy,Early_blight,Neem oil
"Inspection reveals: slight Blight odor is noticeable in severe infections. clear Large brown blotches develop rapidly on leaves. severe Infected tubers show dark, firm patches beneath the skin.",Potato,Unhealthy,Late_blight,Sulfur spray
Visual check indicates: sporadic Leaves turn bronze and curl under. sporadic Plant vigor declines noticeably.,Tomato,Unhealthy,Spider_mites_Two_spotted_spider_mite,Sulfur spray
Farmer complains: sudden Fruit clusters are well-formed. rapid Leaves look lush green with a glossy surface.,Tomato,Healthy,healthy,None
According to the grower: visible Lower leaves drop prematurely under stress. moderate Older leaves are the first to show symptoms.,Potato,Unhealthy,Early_blight,Neem oil
"Field observation shows: slight Lesions enlarge during warm, humid weather.",Potato,Unhealthy,Early_blight,Neem oil
According to the grower: notable Stems appear firm and upright.,Pepper_bell,Healthy,healthy,None
Agronomist notes: moderate Spots remain less than ⅛ inch in diameter.,Tomato,Unhealthy,Septoria_leaf_spot,Neem oil
Farmer reports: sudden No spots or discoloration on leaves. sporadic Flowers appear healthy and plentiful.,Tomato,Healthy,healthy,None
Field observation shows: moderate No unusual wilting or curling of leaves.,Pepper_bell,Healthy,healthy,None
rapid Older leaves are the first to show symptoms. slight Leaves yellow around brown lesions.,Potato,Unhealthy,Early_blight,Neem oil
"Farmer reports: visible Brown patches coalesce into larger necrotic areas. moderate Lesions enlarge during warm, humid weather. sporadic Lower leaves drop prematurely under stress.",Potato,Unhealthy,Early_blight,Neem oil
Agronomist notes: sporadic Lesions become angular and water-soaked.,Pepper_bell,Unhealthy,Bacterial_spot,Biological predators
Agronomist notes: visible Symptoms worsen under high light conditions.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
Farmer complains: clear Leaves become limp and collapse suddenly. sudden New leaves become infected almost overnight. sporadic Large brown blotches develop rapidly on leaves.,Potato,Unhealthy,Late_blight,Sulfur spray
Field observation shows: extensive Leaves display mottled light and dark green patches.,Tomato,Unhealthy,Tomato_mosaic_virus,Biological predators
Visual check indicates: notable Whole plants may wilt overnight. sudden Stems turn brown and brittle. sudden Edges of lesions look water-soaked.,Tomato,Unhealthy,Late_blight,Neem oil
Visual check indicates: clear Lower leaves drop prematurely under stress. sporadic Foliage appears scorched and curled.,Potato,Unhealthy,Early_blight,Neem oil
According to the grower: slight No signs of wilting or discoloration. notable Plants show no signs of stress or pests.,Potato,Healthy,healthy,None
Farmer complains: notable Stems show brown streaks near soil level.,Potato,Unhealthy,Late_blight,Sulfur spray
